timestamp,open,high,low,close,volume,symbol,timeframe,sma_5,sma_10,sma_20,sma_50,ema_12,ema_26,ema_20,rsi_14,rsi_21,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,bb_width,bb_position,volume_sma_20,volume_ratio,ad,obv,atr,natr,stoch_k,stoch_d,willr,cci,adx,price_change,price_range,gap,returns,volatility,log_returns,resistance,support,distance_to_resistance,distance_to_support,date,tic
2025-05-18 17:00:00,-0.3511080461455815,-0.4427963302100206,-0.6769445619209887,-0.80653800100947,0.7244955857139779,BTC/USDT,1h,-1.0723276272546691,-0.809481173865612,-1.2789162177889466,-0.9653524754261661,-0.9528923834501848,-1.2611888585613165,-1.3169562843261549,-0.8106910857670219,-0.26016866717071263,0.9729012369903196,0.3059040234852439,2.0684978835403625,-0.7740778874753896,-1.2789162177889466,-1.6464293328334378,1.4519440691370022,-0.9268465082175313,1.7130540839280746,-0.38670805593674884,-0.031102804969704422,-0.442021228508071,2.7142326998897284,2.9212704277307346,0.3404525054547227,0.8828539547634401,-1.5496830710955916,-1.302136285315805,-0.9576028394803433,-2.4110787194213805,1.4176521333716994,-0.01214036768705028,-0.841373374688378,2.0954934622637293,-0.8404011489650676,-0.6042218650184521,-1.495346074645992,2.627610767068839,-0.7890613549418295,2025-05-18,BTC/USDT
2025-05-18 18:00:00,-0.8070585241028249,-0.8905633411191352,-1.0715997944230526,-0.9631880576082631,1.48335775184846,BTC/USDT,1h,-1.0723276272546691,-0.809481173865612,-1.2789162177889466,-0.9653524754261661,-0.9528923834501848,-1.2611888585613165,-1.3169562843261549,-0.8106910857670219,-0.26016866717071263,0.9729012369903196,0.3059040234852439,2.0684978835403625,-0.7740778874753896,-1.2789162177889466,-1.6464293328334378,1.4519440691370022,-0.9268465082175313,1.7130540839280746,-0.38670805593674884,0.02766718338272228,-0.7115331368330922,2.7142326998897284,2.9212704277307346,0.3404525054547227,0.8828539547634401,-1.5496830710955916,-1.302136285315805,-0.9576028394803433,-0.8362911427029408,1.0624483105109108,-0.01214036768705028,-0.841373374688378,2.0954934622637293,-0.8404011489650676,-0.6042218650184521,-1.495346074645992,2.627610767068839,-0.7890613549418295,2025-05-18,BTC/USDT
2025-05-18 19:00:00,-0.9637284674449094,-0.9644875509092876,-1.135304717832262,-1.2472044578012451,0.43167591019553564,BTC/USDT,1h,-1.0723276272546691,-0.809481173865612,-1.2789162177889466,-0.9653524754261661,-0.9528923834501848,-1.2611888585613165,-1.3169562843261549,-0.8106910857670219,-0.26016866717071263,0.9729012369903196,0.3059040234852439,2.0684978835403625,-0.7740778874753896,-1.2789162177889466,-1.6464293328334378,1.4519440691370022,-0.9268465082175313,1.7130540839280746,-0.38670805593674884,-0.3274574887921693,-0.8707858152674549,2.7142326998897284,2.9212704277307346,0.3404525054547227,0.8828539547634401,-1.5496830710955916,-1.302136285315805,-0.9576028394803433,-1.5212386842938421,1.0086388206996222,0.0620688310054725,-1.528668855920128,2.0954934622637293,-1.530508260334222,-0.6042218650184521,-1.495346074645992,2.627610767068839,-0.7890613549418295,2025-05-18,BTC/USDT
2025-05-18 20:00:00,-1.2477976991305362,-1.2037201737745393,-1.3981880903647381,-1.1689973784327614,1.4611005335749863,BTC/USDT,1h,-1.0723276272546691,-0.809481173865612,-1.2789162177889466,-0.9653524754261661,-0.9528923834501848,-1.2611888585613165,-1.3169562843261549,-0.8106910857670219,-0.26016866717071263,0.9729012369903196,0.3059040234852439,2.0684978835403625,-0.7740778874753896,-1.2789162177889466,-1.6464293328334378,1.4519440691370022,-0.9268465082175313,1.7130540839280746,-0.38670805593674884,0.06316721612675102,-0.6036073728720959,2.7142326998897284,2.9212704277307346,0.3404525054547227,0.8828539547634401,-1.5496830710955916,-1.302136285315805,-0.9576028394803433,0.42134481973031923,1.1285162866776863,0.062288501055918835,0.42071413475556235,2.0954934622637293,0.4220928556081669,-0.6042218650184521,-1.495346074645992,2.627610767068839,-0.7890613549418295,2025-05-18,BTC/USDT
2025-05-18 21:00:00,-1.1695806983307528,-1.0381779828920756,-1.0413540230635783,-1.110101545596299,-0.11093589171177376,BTC/USDT,1h,-1.0723276272546691,-0.809481173865612,-1.2789162177889466,-0.9653524754261661,-0.9528923834501848,-1.2611888585613165,-1.3169562843261549,-0.8106910857670219,-0.26016866717071263,0.9729012369903196,0.3059040234852439,2.0684978835403625,-0.7740778874753896,-1.2789162177889466,-1.6464293328334378,1.4519440691370022,-0.9268465082175313,1.7130540839280746,-0.38670805593674884,-0.06856720117931987,-0.5012425829971203,2.7142326998897284,2.9212704277307346,0.3404525054547227,0.8828539547634401,-1.5496830710955916,-1.302136285315805,-0.9576028394803433,0.316809681296865,-0.035040512770017185,0.02490420235465015,0.31578806862517506,2.0954934622637293,0.3173666206428763,-0.6042218650184521,-1.495346074645992,2.627610767068839,-0.7890613549418295,2025-05-18,BTC/USDT
2025-05-18 22:00:00,-1.1106785362568934,-0.4061298854830749,-1.0829326580151548,-0.30170270035212593,0.9663413489490592,BTC/USDT,1h,-0.9699874809774182,-0.809481173865612,-1.2789162177889466,-0.9653524754261661,-0.9528923834501848,-1.2611888585613165,-1.3169562843261549,-0.8106910857670219,-0.26016866717071263,0.9729012369903196,0.3059040234852439,2.0684978835403625,-0.7740778874753896,-1.2789162177889466,-1.6464293328334378,1.4519440691370022,-0.9268465082175313,1.7130540839280746,-0.38670805593674884,0.42237387005036353,-0.28593511955909123,2.7142326998897284,2.9212704277307346,0.3404525054547227,0.8828539547634401,-1.5496830710955916,-1.302136285315805,-0.9576028394803433,4.343105464886859,4.063799990180547,-0.012373732035731787,4.356150761556891,2.0954934622637293,4.319842021438061,-0.6042218650184521,-1.495346074645992,2.627610767068839,-0.7890613549418295,2025-05-18,BTC/USDT
2025-05-18 23:00:00,-0.3021200635662435,-0.09442155845759029,-0.38707065172393207,-0.058330114117680486,3.676635514033303,BTC/USDT,1h,-0.7865547967408244,-0.809481173865612,-1.2789162177889466,-0.9653524754261661,-0.9528923834501848,-1.2611888585613165,-1.3169562843261549,-0.8106910857670219,-0.26016866717071263,0.9729012369903196,0.3059040234852439,2.0684978835403625,-0.7740778874753896,-1.2789162177889466,-1.6464293328334378,1.4519440691370022,-0.9268465082175313,1.7130540839280746,-0.38670805593674884,1.2113218143600426,0.2135219180026639,2.7142326998897284,2.9212704277307346,0.3404525054547227,0.8828539547634401,-1.5496830710955916,-1.302136285315805,-0.9576028394803433,1.2859150000862647,1.7538002193199294,0.06156708373129747,1.288309958520528,2.0954934622637293,1.2864216568247078,-0.6042218650184521,-1.495346074645992,2.627610767068839,-0.7890613549418295,2025-05-18,BTC/USDT
2025-05-18 17:00:00,-0.03229394440708101,-0.16069006987744996,-0.9247653509371142,-0.9902324016986767,2.054839903435238,ETH/USDT,1h,-1.6671653247176228,-1.6160933094553478,-1.923475866908023,-1.4542100134244762,-1.790614385647966,-1.9038753953101184,-2.0071873550059784,-0.9187772575010695,-0.5013115738379159,1.4410163315126945,1.1141469541781044,1.3756221773177875,-1.5296704244449726,-1.923475866908023,-2.050373981650558,0.44419707488300375,-0.34536199535830187,1.6516407289420825,-0.5456036872231268,-0.6528836719003462,1.059697999070237,3.2336518690677187,3.5494436657490542,0.5280750985612275,0.81180302815108,-1.4304320592209143,-0.9483978930476687,-1.0315228314992981,-4.471341986706232,3.977705477112615,-1.6844562457206704,-1.5063254973846152,1.9399039212571954,-1.5035396694457406,-1.4195472869711858,-2.0135860351083883,0.9908634238007044,-0.03366464869826596,2025-05-18,ETH/USDT
2025-05-18 18:00:00,-0.9910275908955061,-1.0576531088579337,-1.2876083010359,-1.2977455383397811,2.3833264306025708,ETH/USDT,1h,-1.6671653247176228,-1.6160933094553478,-1.923475866908023,-1.4542100134244762,-1.790614385647966,-1.9038753953101184,-2.0071873550059784,-0.9187772575010695,-0.5013115738379159,1.4410163315126945,1.1141469541781044,1.3756221773177875,-1.5296704244449726,-1.923475866908023,-2.050373981650558,0.44419707488300375,-0.34536199535830187,1.6516407289420825,-0.5456036872231268,-0.8545881090219665,0.6693912163507371,3.2336518690677187,3.5494436657490542,0.5280750985612275,0.81180302815108,-1.4304320592209143,-0.9483978930476687,-1.0315228314992981,-1.4828288581040987,1.1817730545754523,-1.6844562457206704,-1.5063254973846152,1.9399039212571954,-1.5035396694457406,-1.4195472869711858,-2.0135860351083883,0.9908634238007044,-0.03366464869826596,2025-05-18,ETH/USDT
2025-05-18 19:00:00,-1.2984532088540084,-1.3390377236132758,-1.8356715261058,-1.924085003939898,2.2012426873952675,ETH/USDT,1h,-1.6671653247176228,-1.6160933094553478,-1.923475866908023,-1.4542100134244762,-1.790614385647966,-1.9038753953101184,-2.0071873550059784,-0.9187772575010695,-0.5013115738379159,1.4410163315126945,1.1141469541781044,1.3756221773177875,-1.5296704244449726,-1.923475866908023,-2.050373981650558,0.44419707488300375,-0.34536199535830187,1.6516407289420825,-0.5456036872231268,-1.2046150141174183,0.29926978121345615,3.2336518690677187,3.5494436657490542,0.5280750985612275,0.81180302815108,-1.4304320592209143,-0.9483978930476687,-1.0315228314992981,-3.0534055368298527,2.6408909816666752,-0.8629589062233972,-3.095698173839392,1.9399039212571954,-3.1118039980346297,-1.4195472869711858,-2.0135860351083883,0.9908634238007044,-0.03366464869826596,2025-05-18,ETH/USDT
